doc_id,unique_id,obs,hds,pred_hds,combined_pred
1,104,I,DMY,S1,I
1,105,think,DMY,S1,think
1,106,",",DMY,eob,",<eob>"
1,107,so,DMY,S1,so
1,108,I,DMY,S1,I
1,109,will,DMY,S1,will
1,110,keep,DMY,S1,keep
1,111,the,DMY,S1,the
1,112,final,DMY,S1,final
1,113,report,DMY,S1,report
1,114,and,DMY,S1,and
1,115,re,DMY,S1,re
1,116,##po,DMY,S1,##po
1,117,here,DMY,S1,here
1,118,.,DMY,eob,.<eob>
1,119,I,DMY,S1,I
1,120,guess,DMY,S1,guess
1,121,technically,DMY,S1,technically
1,122,",",DMY,eob,",<eob>"
1,123,I,DMY,S1,I
1,124,think,DMY,S1,think
1,125,",",DMY,eol,",<eol>"
1,126,O,DMY,S2,O
1,127,##sa,DMY,S2,##sa
1,128,##ma,DMY,S2,##ma
1,129,",",DMY,eob,",<eob>"
1,130,you,DMY,S1,you
1,131,',DMY,S1,'
1,132,re,DMY,S1,re
1,133,right,DMY,S1,right
1,134,",",DMY,eob,",<eob>"
1,135,because,DMY,S1,because
1,136,there,DMY,S1,there
1,137,',DMY,S1,'
1,138,s,DMY,S1,s
1,139,no,DMY,S1,no
1,140,final,DMY,S1,final
1,141,.,DMY,eob,.<eob>
1,142,You,DMY,S1,You
1,143,know,DMY,S1,know
1,144,",",DMY,eol,",<eol>"
1,145,they,DMY,S2,they
1,146,want,DMY,S2,want
1,147,me,DMY,S2,me
1,148,to,DMY,S2,to
1,149,start,DMY,S2,start
1,150,doing,DMY,S2,doing
1,151,grades,DMY,S2,grades
1,152,after,DMY,S2,after
1,153,the,DMY,S2,the
1,154,last,DMY,S2,last
1,155,class,DMY,S2,class
1,156,",",DMY,eob,",<eob>"
1,157,but,DMY,S1,but
1,158,it,DMY,S1,it
1,159,seems,DMY,S1,seems
1,160,like,DMY,S1,like
1,161,it,DMY,S1,it
1,162,',DMY,S1,'
1,163,s,DMY,S1,s
1,164,not,DMY,S1,not
1,165,strictly,DMY,S1,strictly
1,166,enforced,DMY,S1,enforced
1,167,.,DMY,eob,.<eob>
1,168,And,DMY,S1,And
1,169,so,DMY,S1,so
1,170,this,DMY,S1,this
1,171,gives,DMY,S1,gives
1,172,you,DMY,S1,you
1,173,some,DMY,S1,some
1,174,more,DMY,S1,more
1,175,time,DMY,S1,time
1,176,to,DMY,S1,to
1,177,clean,DMY,S1,clean
1,178,things,DMY,eol,things<eol>
1,179,up,DMY,S2,up
1,180,.,DMY,eob,.<eob>
1,181,See,DMY,S1,See
1,182,why,DMY,S1,why
1,183,it,DMY,S1,it
1,184,',DMY,S1,'
1,185,s,DMY,S1,s
1,186,not,DMY,S1,not
1,187,.,DMY,eob,.<eob>
1,188,So,DMY,S1,So
1,189,I,DMY,S1,I
1,190,only,DMY,S1,only
1,191,have,DMY,S1,have
1,192,two,DMY,S1,two
1,193,volunteers,DMY,eol,volunteers<eol>
1,194,for,DMY,S2,for
1,195,the,DMY,S2,the
1,196,25th,DMY,S2,25th
1,197,.,DMY,eob,.<eob>
1,198,Thank,DMY,S1,Thank
1,199,you,DMY,S1,you
1,200,to,DMY,S1,to
1,201,the,DMY,S1,the
1,202,both,DMY,S1,both
1,203,of,DMY,S1,of
1,204,you,DMY,S1,you
1,205,.,DMY,eob,.<eob>
1,206,So,DMY,S1,So
1,207,tonight,DMY,S1,tonight
1,208,I,DMY,S1,I
1,209,',DMY,S1,'
1,210,m,DMY,S1,m
1,211,going,DMY,S1,going
1,212,to,DMY,S1,to
1,213,randomly,DMY,eol,randomly<eol>
1,214,select,DMY,S2,select
1,215,the,DMY,S2,the
1,216,other,DMY,S2,other
1,217,six,DMY,S2,six
1,218,",",DMY,eob,",<eob>"
1,219,I,DMY,S1,I
1,220,guess,DMY,S1,guess
1,221,",",DMY,eol,",<eol>"
1,222,for,DMY,S2,for
1,223,the,DMY,S2,the
1,224,25th,DMY,S2,25th
1,225,.,DMY,eob,.<eob>
1,226,And,DMY,S1,And
1,227,then,DMY,S1,then
1,228,everyone,DMY,S1,everyone
1,229,else,DMY,S1,else
1,230,will,DMY,S1,will
1,231,go,DMY,S1,go
1,232,on,DMY,S1,on
1,233,the,DMY,S1,the
1,234,30th,DMY,S1,30th
1,235,.,DMY,eob,.<eob>
1,236,And,DMY,S1,And
1,237,so,DMY,S1,so
1,238,I,DMY,S1,I
1,239,',DMY,S1,'
1,240,ll,DMY,S1,ll
1,241,let,DMY,S1,let
1,242,you,DMY,S1,you
1,243,know,DMY,S1,know
1,244,.,DMY,eob,.<eob>
1,245,The,DMY,S1,The
1,246,other,DMY,S1,other
1,247,thing,DMY,S1,thing
1,248,is,DMY,S1,is
1,249,I,DMY,S1,I
1,250,updated,DMY,S1,updated
1,251,",",DMY,eob,",<eob>"
1,252,everyone,DMY,S1,everyone
1,253,see,DMY,S1,see
1,254,the,DMY,S1,the
1,255,final,DMY,S1,final
1,256,project,DMY,eol,project<eol>
1,257,info,DMY,S2,info
1,258,.,DMY,eob,.<eob>
1,259,I,DMY,S1,I
1,260,updated,DMY,eol,updated<eol>
1,261,on,DMY,S2,on
1,262,the,DMY,S2,the
1,263,website,DMY,S2,website
1,264,and,DMY,S2,and
1,265,grade,DMY,S2,grade
1,266,scope,DMY,S2,scope
1,267,.,DMY,eob,.<eob>
1,268,So,DMY,S1,So
1,269,I,DMY,S1,I
1,270,put,DMY,S1,put
1,271,a,DMY,S1,a
1,272,little,DMY,S1,little
1,273,bit,DMY,eol,bit<eol>
1,274,more,DMY,S2,more
1,275,instruction,DMY,S2,instruction
1,276,on,DMY,S2,on
1,277,the,DMY,S2,the
1,278,video,DMY,S2,video
1,279,.,DMY,eob,.<eob>
1,280,I,DMY,S1,I
1,281,updated,DMY,S1,updated
1,282,the,DMY,S1,the
1,283,report,DMY,eol,report<eol>
1,284,template,DMY,S2,template
1,285,",",DMY,eob,",<eob>"
1,286,the,DMY,S1,the
1,287,La,DMY,S1,La
1,288,##T,DMY,S1,##T
1,289,##e,DMY,S1,##e
1,290,##X,DMY,S1,##X
1,291,template,DMY,S1,template
1,292,",",DMY,eob,",<eob>"
1,293,and,DMY,S1,and
1,294,I,DMY,S1,I
1,295,put,DMY,S1,put
1,296,a,DMY,S1,a
1,297,comment,DMY,S1,comment
1,298,",",DMY,eol,",<eol>"
1,299,a,DMY,S2,a
1,300,little,DMY,S2,little
1,301,bit,DMY,S2,bit
1,302,more,DMY,S2,more
1,303,detail,DMY,S2,detail
1,304,on,DMY,S2,on
1,305,the,DMY,S2,the
1,306,G,DMY,S2,G
1,307,##it,DMY,S2,##it
1,308,##H,DMY,S2,##H
1,309,##ub,DMY,S2,##ub
1,310,re,DMY,S2,re
1,311,##po,DMY,S2,##po
1,312,.,DMY,eob,.<eob>
2,313,So,DMY,S1,So
2,314,in,DMY,S1,in
2,315,the,DMY,S1,the
2,316,report,DMY,S1,report
2,317,",",DMY,eob,",<eob>"
2,318,if,DMY,S1,if
2,319,you,DMY,S1,you
2,320,could,DMY,S1,could
2,321,put,DMY,S1,put
2,322,a,DMY,S1,a
2,323,link,DMY,S1,link
2,324,to,DMY,S1,to
2,325,the,DMY,S1,the
2,326,re,DMY,S1,re
2,327,##po,DMY,S1,##po
2,328,",",DMY,eol,",<eol>"
2,329,you,DMY,S2,you
2,330,can,DMY,S2,can
2,331,put,DMY,S2,put
2,332,it,DMY,S2,it
2,333,on,DMY,S2,on
2,334,grade,DMY,S2,grade
2,335,scope,DMY,S2,scope
2,336,.,DMY,eob,.<eob>
2,337,I,DMY,S1,I
2,338,also,DMY,S1,also
2,339,had,DMY,S1,had
2,340,it,DMY,S1,it
2,341,as,DMY,S1,as
2,342,well,DMY,S1,well
2,343,.,DMY,eob,.<eob>
2,344,But,DMY,S1,But
2,345,the,DMY,S1,the
2,346,idea,DMY,S1,idea
2,347,is,DMY,S1,is
2,348,that,DMY,S1,that
2,349,",",DMY,eob,",<eob>"
2,350,I,DMY,S1,I
2,351,mean,DMY,S1,mean
2,352,",",DMY,eol,",<eol>"
2,353,like,DMY,S2,like
2,354,any,DMY,S2,any
2,355,kind,DMY,S2,kind
2,356,of,DMY,S2,of
2,357,well,DMY,S2,well
2,358,-,DMY,S2,-
2,359,executed,DMY,S2,executed
2,360,project,DMY,S2,project
2,361,",",DMY,eob,",<eob>"
2,362,ideas,DMY,S1,ideas
2,363,to,DMY,S1,to
2,364,make,DMY,S1,make
2,365,it,DMY,S1,it
2,366,re,DMY,S1,re
2,367,##p,DMY,S1,##p
2,368,##rod,DMY,S1,##rod
2,369,##uc,DMY,S1,##uc
2,370,##ible,DMY,S1,##ible
2,371,",",DMY,eob,",<eob>"
2,372,and,DMY,S1,and
2,373,so,DMY,S1,so
2,374,somebody,DMY,S1,somebody
2,375,can,DMY,S1,can
2,376,come,DMY,S1,come
2,377,and,DMY,S1,and
2,378,reproduce,DMY,eol,reproduce<eol>
2,379,your,DMY,S2,your
2,380,work,DMY,S2,work
2,381,is,DMY,S2,is
2,382,the,DMY,S2,the
2,383,kind,DMY,S2,kind
2,384,of,DMY,S2,of
2,385,ideal,DMY,S2,ideal
2,386,case,DMY,S2,case
2,387,.,DMY,eob,.<eob>
2,388,Any,DMY,S1,Any
2,389,questions,DMY,eol,questions<eol>
2,390,about,DMY,S2,about
2,391,final,DMY,S2,final
2,392,projects,DMY,S2,projects
2,393,",",DMY,S2,","
2,394,presentations,DMY,S2,presentations
2,395,?,DMY,eob,?<eob>
2,396,All,DMY,S1,All
2,397,right,DMY,S1,right
2,398,",",DMY,eob,",<eob>"
2,399,so,DMY,S1,so
2,400,let,DMY,S1,let
2,401,',DMY,S1,'
2,402,s,DMY,S1,s
2,403,jump,DMY,S1,jump
2,404,in,DMY,S1,in
2,405,.,DMY,eob,.<eob>
2,406,So,DMY,S1,So
2,407,graph,DMY,S1,graph
2,408,neural,DMY,S1,neural
2,409,networks,DMY,S1,networks
2,410,.,DMY,eob,.<eob>
2,411,I,DMY,S1,I
2,412,think,DMY,S1,think
2,413,this,DMY,S1,this
2,414,is,DMY,S1,is
2,415,an,DMY,S1,an
2,416,interesting,DMY,eol,interesting<eol>
2,417,space,DMY,S2,space
2,418,",",DMY,eob,",<eob>"
2,419,not,DMY,S1,not
2,420,something,DMY,S1,something
2,421,that,DMY,S1,that
2,422,I,DMY,S1,I
2,423,had,DMY,S1,had
2,424,really,DMY,S1,really
2,425,worked,DMY,S1,worked
2,426,in,DMY,S1,in
2,427,before,DMY,S1,before
2,428,.,DMY,eob,.<eob>
2,429,But,DMY,S1,But
2,430,like,DMY,S1,like
2,431,I,DMY,S1,I
2,432,said,DMY,S1,said
2,433,",",DMY,eob,",<eob>"
2,434,it,DMY,S1,it
2,435,',DMY,S1,'
2,436,s,DMY,S1,s
2,437,a,DMY,S1,a
2,438,pretty,DMY,S1,pretty
2,439,straightforward,DMY,S1,straightforward
2,440,extension,DMY,S1,extension
2,441,.,DMY,eob,.<eob>
2,442,So,DMY,S1,So
2,443,the,DMY,S1,the
2,444,main,DMY,S1,main
2,445,challenges,DMY,eol,challenges<eol>
2,446,is,DMY,S2,is
2,447,that,DMY,S2,that
2,448,the,DMY,S2,the
2,449,topology,DMY,S2,topology
2,450,of,DMY,S2,of
2,451,the,DMY,S2,the
2,452,graph,DMY,S2,graph
2,453,can,DMY,S2,can
2,454,vary,DMY,S2,vary
2,455,",",DMY,S2,","
2,456,the,DMY,S2,the
2,457,types,DMY,S2,types
2,458,of,DMY,S2,of
2,459,connections,DMY,S2,connections
2,460,in,DMY,S2,in
2,461,which,DMY,S2,which
2,462,nodes,DMY,S2,nodes
2,463,are,DMY,S2,are
2,464,connected,DMY,S2,connected
2,465,",",DMY,S2,","
2,466,the,DMY,S2,the
2,467,size,DMY,S2,size
2,468,of,DMY,S2,of
2,469,these,DMY,S2,these
2,470,graphs,DMY,S2,graphs
2,471,can,DMY,S2,can
2,472,be,DMY,S2,be
2,473,quite,DMY,S2,quite
2,474,large,DMY,S2,large
2,475,.,DMY,eob,.<eob>
2,476,And,DMY,S1,And
2,477,we,DMY,S1,we
2,478,have,DMY,S1,have
2,479,to,DMY,S1,to
2,480,deal,DMY,S1,deal
2,481,with,DMY,S1,with
2,482,a,DMY,S1,a
2,483,case,DMY,S1,case
2,484,where,DMY,S1,where
2,485,you,DMY,S1,you
2,486,have,DMY,S1,have
2,487,a,DMY,S1,a
2,488,single,DMY,S1,single
2,489,mon,DMY,S1,mon
2,490,##oli,DMY,S1,##oli
2,491,##thi,DMY,S1,##thi
2,492,##c,DMY,S1,##c
2,493,graph,DMY,S1,graph
2,494,",",DMY,eob,",<eob>"
2,495,which,DMY,S1,which
2,496,is,DMY,S1,is
2,497,",",DMY,eob,",<eob>"
2,498,I,DMY,S1,I
2,499,',DMY,S1,'
2,500,ll,DMY,S1,ll
2,501,show,DMY,S1,show
2,502,a,DMY,S1,a
2,503,bunch,DMY,eol,bunch<eol>
2,504,of,DMY,S2,of
2,505,examples,DMY,S2,examples
2,506,",",DMY,eob,",<eob>"
2,507,but,DMY,S1,but
2,508,that,DMY,S1,that
2,509,',DMY,S1,'
2,510,s,DMY,S1,s
2,511,a,DMY,S1,a
2,512,pretty,DMY,S1,pretty
2,513,common,DMY,S1,common
2,514,case,DMY,S1,case
2,515,.,DMY,eob,.<eob>
2,516,And,DMY,S1,And
2,517,so,DMY,S1,so
2,518,we,DMY,S1,we
2,519,',DMY,S1,'
2,520,ll,DMY,S1,ll
2,521,talk,DMY,S1,talk
2,522,about,DMY,S1,about
2,523,what,DMY,S1,what
2,524,does,DMY,S1,does
2,525,it,DMY,S1,it
2,526,mean,DMY,S1,mean
2,527,to,DMY,S1,to
2,528,do,DMY,S1,do
2,529,batch,DMY,eol,batch<eol>
2,530,##es,DMY,S2,##es
2,531,of,DMY,S2,of
2,532,data,DMY,S2,data
2,533,because,DMY,S2,because
2,534,you,DMY,S2,you
2,535,need,DMY,S2,need
2,536,that,DMY,S2,that
2,537,for,DMY,S2,for
2,538,s,DMY,S2,s
2,539,##to,DMY,S2,##to
2,540,##cha,DMY,S2,##cha
2,541,##stic,DMY,S2,##stic
2,542,gradient,DMY,S2,gradient
2,543,descent,DMY,S2,descent
2,544,",",DMY,eob,",<eob>"
2,545,for,DMY,S1,for
2,546,example,DMY,S1,example
2,547,.,DMY,eob,.<eob>
2,548,So,DMY,S1,So
2,549,I,DMY,S1,I
2,550,',DMY,S1,'
2,551,ll,DMY,S1,ll
2,552,cover,DMY,S1,cover
2,553,definitions,DMY,S1,definitions
2,554,.,DMY,eob,.<eob>
2,555,We,DMY,S1,We
2,556,',DMY,S1,'
2,557,ll,DMY,S1,ll
2,558,talk,DMY,eol,talk<eol>
2,559,about,DMY,S2,about
2,560,representation,DMY,S2,representation
2,561,",",DMY,eob,",<eob>"
2,562,the,DMY,S1,the
2,563,so,DMY,S1,so
2,564,-,DMY,S1,-
2,565,called,DMY,S1,called
2,566,ad,DMY,S1,ad
2,567,##ja,DMY,S1,##ja
2,568,##ce,DMY,S1,##ce
2,569,##ncy,DMY,S1,##ncy
2,570,matrix,DMY,S1,matrix
2,571,",",DMY,eol,",<eol>"
2,572,which,DMY,S2,which
2,573,is,DMY,S2,is
2,574,kind,DMY,S2,kind
2,575,of,DMY,S2,of
2,576,crucial,DMY,S2,crucial
2,577,for,DMY,S2,for
2,578,describing,DMY,S2,describing
2,579,the,DMY,S2,the
2,580,topology,DMY,S2,topology
2,581,of,DMY,S2,of
2,582,the,DMY,S2,the
2,583,graph,DMY,S2,graph
2,584,",",DMY,eob,",<eob>"
2,585,and,DMY,S1,and
2,586,then,DMY,S1,then
2,587,get,DMY,S1,get
2,588,into,DMY,S1,into
2,589,the,DMY,S1,the
2,590,graph,DMY,S1,graph
2,591,neural,DMY,S1,neural
2,592,networks,DMY,S1,networks
2,593,",",DMY,eol,",<eol>"
2,594,how,DMY,S2,how
2,595,you,DMY,S2,you
2,596,build,DMY,S2,build
2,597,a,DMY,S2,a
2,598,con,DMY,S2,con
2,599,##vo,DMY,S2,##vo
2,600,##lution,DMY,S2,##lution
2,601,##al,DMY,S2,##al
2,602,layer,DMY,S2,layer
2,603,on,DMY,S2,on
2,604,top,DMY,S2,top
2,605,of,DMY,S2,of
2,606,a,DMY,S2,a
2,607,graph,DMY,S2,graph
2,608,",",DMY,eob,",<eob>"
2,609,and,DMY,S1,and
2,610,then,DMY,S1,then
2,611,how,DMY,S1,how
2,612,you,DMY,S1,you
2,613,build,DMY,S1,build
2,614,graph,DMY,S1,graph
2,615,classification,DMY,S1,classification
2,616,and,DMY,S1,and
2,617,re,DMY,S1,re
2,618,##gression,DMY,eol,##gression<eol>
2,619,at,DMY,S2,at
2,620,the,DMY,S2,the
2,621,graph,DMY,S2,graph
2,622,level,DMY,S2,level
2,623,and,DMY,S2,and
2,624,the,DMY,S2,the
2,625,node,DMY,S2,node
2,626,level,DMY,S2,level
2,627,.,DMY,eob,.<eob>
2,628,Yeah,DMY,S1,Yeah
2,629,",",DMY,eob,",<eob>"
2,630,I,DMY,S1,I
2,631,just,DMY,S1,just
2,632,realized,DMY,S1,realized
2,633,that,DMY,S1,that
2,634,I,DMY,S1,I
2,635,had,DMY,S1,had
2,636,also,DMY,S1,also
2,637,mentioned,DMY,S1,mentioned
2,638,we,DMY,S1,we
2,639,',DMY,S1,'
2,640,re,DMY,S1,re
2,641,going,DMY,eol,going<eol>
2,642,to,DMY,S2,to
2,643,do,DMY,S2,do
2,644,a,DMY,S2,a
2,645,little,DMY,S2,little
2,646,re,DMY,S2,re
2,647,##cap,DMY,S2,##cap
2,648,of,DMY,S2,of
2,649,the,DMY,S2,the
2,650,project,DMY,S2,project
2,651,.,DMY,eob,.<eob>
3,652,Maybe,DMY,S1,Maybe
3,653,we,DMY,S1,we
3,654,',DMY,S1,'
3,655,ll,DMY,S1,ll
3,656,push,DMY,S1,push
3,657,it,DMY,S1,it
3,658,to,DMY,S1,to
3,659,Thursday,DMY,S1,Thursday
3,660,.,DMY,eob,.<eob>
3,661,Okay,DMY,S1,Okay
3,662,.,DMY,eob,.<eob>
3,663,All,DMY,S1,All
3,664,right,DMY,S1,right
3,665,",",DMY,eob,",<eob>"
3,666,so,DMY,S1,so
3,667,basic,DMY,S1,basic
3,668,definition,DMY,S1,definition
3,669,and,DMY,S1,and
3,670,examples,DMY,S1,examples
3,671,.,DMY,eob,.<eob>
3,672,So,DMY,S1,So
3,673,generally,DMY,S1,generally
3,674,",",DMY,eol,",<eol>"
3,675,so,DMY,S2,so
3,676,the,DMY,S2,the
3,677,nodes,DMY,S2,nodes
3,678,",",DMY,eob,",<eob>"
3,679,sometimes,DMY,S1,sometimes
3,680,they,DMY,S1,they
3,681,',DMY,S1,'
3,682,re,DMY,S1,re
3,683,called,DMY,S1,called
3,684,vertices,DMY,S1,vertices
3,685,",",DMY,eol,",<eol>"
3,686,are,DMY,S2,are
3,687,connected,DMY,S2,connected
3,688,by,DMY,S2,by
3,689,edges,DMY,S2,edges
3,690,or,DMY,S2,or
3,691,links,DMY,S2,links
3,692,.,DMY,eob,.<eob>
3,693,You,DMY,S1,You
3,694,can,DMY,S1,can
3,695,have,DMY,S1,have
3,696,und,DMY,S1,und
3,697,##ire,DMY,S1,##ire
3,698,##cted,DMY,S1,##cted
3,699,where,DMY,S1,where
3,700,there,DMY,S1,there
3,701,',DMY,S1,'
3,702,s,DMY,S1,s
3,703,no,DMY,S1,no
3,704,kind,DMY,S1,kind
3,705,of,DMY,S1,of
3,706,implied,DMY,eol,implied<eol>
3,707,direction,DMY,S2,direction
3,708,between,DMY,S2,between
3,709,the,DMY,S2,the
3,710,nodes,DMY,S2,nodes
3,711,",",DMY,eob,",<eob>"
3,712,or,DMY,S1,or
3,713,you,DMY,S1,you
3,714,can,DMY,S1,can
3,715,have,DMY,S1,have
3,716,directed,DMY,S1,directed
3,717,.,DMY,eob,.<eob>
3,718,And,DMY,S1,And
3,719,if,DMY,S1,if
3,720,you,DMY,S1,you
3,721,do,DMY,S1,do
3,722,have,DMY,S1,have
3,723,a,DMY,S1,a
3,724,directed,DMY,S1,directed
3,725,connection,DMY,S1,connection
3,726,",",DMY,eob,",<eob>"
3,727,if,DMY,S1,if
3,728,there,DMY,S1,there
3,729,',DMY,S1,'
3,730,s,DMY,S1,s
3,731,no,DMY,S1,no
3,732,cycles,DMY,S1,cycles
3,733,",",DMY,eol,",<eol>"
3,734,nothing,DMY,S2,nothing
3,735,going,DMY,S2,going
3,736,back,DMY,S2,back
3,737,upon,DMY,S2,upon
3,738,itself,DMY,S2,itself
3,739,",",DMY,eob,",<eob>"
3,740,then,DMY,S1,then
3,741,you,DMY,S1,you
3,742,can,DMY,S1,can
3,743,have,DMY,S1,have
3,744,a,DMY,S1,a
3,745,directed,DMY,S1,directed
3,746,a,DMY,S1,a
3,747,##cy,DMY,S1,##cy
3,748,##c,DMY,S1,##c
3,749,##lic,DMY,S1,##lic
3,750,graph,DMY,S1,graph
3,751,.,DMY,eob,.<eob>
3,752,And,DMY,S1,And
3,753,so,DMY,S1,so
3,754,sometimes,DMY,S1,sometimes
3,755,you,DMY,S1,you
3,756,',DMY,S1,'
3,757,ll,DMY,S1,ll
3,758,hear,DMY,S1,hear
3,759,the,DMY,S1,the
3,760,term,DMY,S1,term
3,761,D,DMY,S1,D
3,762,##AG,DMY,S1,##AG
3,763,because,DMY,S1,because
3,764,there,DMY,S1,there
3,765,',DMY,S1,'
3,766,s,DMY,S1,s
3,767,certain,DMY,S1,certain
3,768,things,DMY,S1,things
3,769,that,DMY,S1,that
3,770,you,DMY,S1,you
3,771,can,DMY,S1,can
3,772,do,DMY,S1,do
3,773,with,DMY,S1,with
3,774,D,DMY,S1,D
3,775,##AG,DMY,S1,##AG
3,776,##s,DMY,S1,##s
3,777,if,DMY,S1,if
3,778,they,DMY,S1,they
3,779,have,DMY,S1,have
3,780,those,DMY,S1,those
3,781,two,DMY,S1,two
3,782,properties,DMY,S1,properties
3,783,.,DMY,eob,.<eob>
3,784,So,DMY,S1,So
3,785,we,DMY,S1,we
3,786,have,DMY,S1,have
3,787,been,DMY,S1,been
3,788,looking,DMY,S1,looking
3,789,at,DMY,S1,at
3,790,",",DMY,eob,",<eob>"
3,791,we,DMY,S1,we
3,792,didn,DMY,S1,didn
3,793,',DMY,S1,'
3,794,t,DMY,S1,t
3,795,really,DMY,S1,really
3,796,treat,DMY,S1,treat
3,797,it,DMY,S1,it
3,798,as,DMY,S1,as
3,799,a,DMY,S1,a
3,800,graph,DMY,S1,graph
3,801,per,DMY,S1,per
3,802,se,DMY,S1,se
3,803,",",DMY,eob,",<eob>"
3,804,but,DMY,S1,but
3,805,we,DMY,S1,we
3,806,have,DMY,S1,have
3,807,been,DMY,S1,been
3,808,looking,DMY,S1,looking
3,809,at,DMY,S1,at
3,810,directed,DMY,S1,directed
3,811,a,DMY,S1,a
3,812,##cy,DMY,S1,##cy
3,813,##c,DMY,S1,##c
3,814,##lic,DMY,S1,##lic
3,815,graphs,DMY,S1,graphs
3,816,.,DMY,eob,.<eob>
3,817,Just,DMY,S1,Just
3,818,the,DMY,S1,the
3,819,feed,DMY,S1,feed
3,820,-,DMY,S1,-
3,821,forward,DMY,S1,forward
3,822,neural,DMY,S1,neural
3,823,network,DMY,S1,network
3,824,is,DMY,S1,is
3,825,one,DMY,S1,one
3,826,example,DMY,S1,example
3,827,.,DMY,eob,.<eob>
3,828,But,DMY,S1,But
3,829,it,DMY,S1,it
3,830,',DMY,S1,'
3,831,s,DMY,S1,s
3,832,",",DMY,eob,",<eob>"
3,833,you,DMY,S1,you
3,834,know,DMY,S1,know
3,835,",",DMY,eob,",<eob>"
3,836,I,DMY,S1,I
3,837,guess,DMY,eol,guess<eol>
3,838,kind,DMY,S2,kind
3,839,of,DMY,S2,of
3,840,a,DMY,S2,a
3,841,regular,DMY,S2,regular
3,842,topology,DMY,S2,topology
3,843,.,DMY,eob,.<eob>
3,844,We,DMY,S1,We
3,845,didn,DMY,S1,didn
3,846,',DMY,S1,'
3,847,t,DMY,S1,t
3,848,treat,DMY,S1,treat
3,849,it,DMY,S1,it
3,850,as,DMY,S1,as
3,851,a,DMY,S1,a
3,852,graph,DMY,S1,graph
3,853,.,DMY,eob,.<eob>
3,854,I,DMY,S1,I
