doc_id,unique_id,obs,hds,pred_hds,combined_pred
1,127,.,DMY,eob,.<eob>
1,128,I,DMY,S1,I
1,129,mean,DMY,S1,mean
1,130,",",DMY,eob,",<eob>"
1,131,I,DMY,S1,I
1,132,can,DMY,S1,can
1,133,imagine,DMY,eol,imagine<eol>
1,134,a,DMY,S2,a
1,135,short,DMY,S2,short
1,136,course,DMY,S2,course
1,137,just,DMY,S2,just
1,138,on,DMY,S2,on
1,139,genera,DMY,S2,genera
1,140,##tive,DMY,S2,##tive
1,141,image,DMY,S2,image
1,142,models,DMY,S2,models
1,143,.,DMY,eob,.<eob>
1,144,And,DMY,S1,And
1,145,diffusion,DMY,S1,diffusion
1,146,models,DMY,S1,models
1,147,",",DMY,eob,",<eob>"
1,148,there,DMY,S1,there
1,149,',DMY,S1,'
1,150,s,DMY,S1,s
1,151,so,DMY,S1,so
1,152,much,DMY,S1,much
1,153,going,DMY,S1,going
1,154,on,DMY,S1,on
1,155,.,DMY,eob,.<eob>
1,156,So,DMY,S1,So
1,157,what,DMY,S1,what
1,158,I,DMY,S1,I
1,159,hope,DMY,S1,hope
1,160,to,DMY,S1,to
1,161,do,DMY,S1,do
1,162,last,DMY,S1,last
1,163,time,DMY,S1,time
1,164,is,DMY,S1,is
1,165,at,DMY,S1,at
1,166,least,DMY,S1,least
1,167,give,DMY,S1,give
1,168,you,DMY,S1,you
1,169,a,DMY,S1,a
1,170,sense,DMY,S1,sense
1,171,",",DMY,eol,",<eol>"
1,172,build,DMY,S2,build
1,173,some,DMY,S2,some
1,174,in,DMY,S2,in
1,175,##tu,DMY,S2,##tu
1,176,##ition,DMY,S2,##ition
1,177,about,DMY,S2,about
1,178,what,DMY,S2,what
1,179,',DMY,S2,'
1,180,s,DMY,S2,s
1,181,going,DMY,S2,going
1,182,on,DMY,S2,on
1,183,.,DMY,eob,.<eob>
1,184,And,DMY,S1,And
1,185,you,DMY,S1,you
1,186,',DMY,S1,'
1,187,ll,DMY,S1,ll
1,188,have,DMY,S1,have
1,189,to,DMY,S1,to
1,190,dive,DMY,S1,dive
1,191,in,DMY,S1,in
1,192,.,DMY,eob,.<eob>
1,193,And,DMY,S1,And
1,194,actually,DMY,S1,actually
1,195,",",DMY,eob,",<eob>"
1,196,if,DMY,S1,if
1,197,anyone,DMY,S1,anyone
1,198,',DMY,S1,'
1,199,s,DMY,S1,s
1,200,interested,DMY,S1,interested
1,201,",",DMY,eob,",<eob>"
1,202,happy,DMY,S1,happy
1,203,to,DMY,S1,to
1,204,do,DMY,S1,do
1,205,a,DMY,S1,a
1,206,little,DMY,S1,little
1,207,side,DMY,S1,side
1,208,project,DMY,S1,project
1,209,with,DMY,S1,with
1,210,you,DMY,S1,you
1,211,if,DMY,S1,if
1,212,you,DMY,S1,you
1,213,want,DMY,S1,want
1,214,.,DMY,eob,.<eob>
1,215,I,DMY,S1,I
1,216,can,DMY,S1,can
1,217,always,DMY,S1,always
1,218,create,DMY,eol,create<eol>
1,219,more,DMY,S2,more
1,220,content,DMY,S2,content
1,221,as,DMY,S2,as
1,222,well,DMY,S2,well
1,223,.,DMY,eob,.<eob>
1,224,So,DMY,S1,So
1,225,also,DMY,S1,also
1,226,",",DMY,eol,",<eol>"
1,227,like,DMY,S2,like
1,228,last,DMY,S2,last
1,229,time,DMY,S2,time
1,230,",",DMY,eob,",<eob>"
1,231,the,DMY,S1,the
1,232,book,DMY,S1,book
1,233,",",DMY,eol,",<eol>"
1,234,at,DMY,S2,at
1,235,least,DMY,S2,least
1,236,the,DMY,S2,the
1,237,way,DMY,S2,way
1,238,the,DMY,S2,the
1,239,book,DMY,S2,book
1,240,organized,DMY,S2,organized
1,241,things,DMY,S2,things
1,242,",",DMY,eob,",<eob>"
1,243,I,DMY,S1,I
1,244,didn,DMY,S1,didn
1,245,',DMY,S1,'
1,246,t,DMY,S1,t
1,247,find,DMY,S1,find
1,248,it,DMY,S1,it
1,249,that,DMY,S1,that
1,250,accessible,DMY,S1,accessible
1,251,.,DMY,eob,.<eob>
1,252,And,DMY,S1,And
1,253,so,DMY,S1,so
1,254,I,DMY,S1,I
1,255,',DMY,S1,'
1,256,m,DMY,S1,m
1,257,going,DMY,S1,going
1,258,to,DMY,S1,to
1,259,rely,DMY,eol,rely<eol>
1,260,heavily,DMY,S2,heavily
1,261,on,DMY,S2,on
1,262,a,DMY,S2,a
1,263,similar,DMY,S2,similar
1,264,blog,DMY,S2,blog
1,265,from,DMY,S2,from
1,266,last,DMY,S2,last
1,267,time,DMY,S2,time
1,268,.,DMY,eob,.<eob>
1,269,And,DMY,S1,And
1,270,I,DMY,S1,I
1,271,guess,DMY,S1,guess
1,272,this,DMY,S1,this
1,273,might,DMY,S1,might
1,274,be,DMY,S1,be
1,275,publicly,DMY,S1,publicly
1,276,available,DMY,S1,available
1,277,.,DMY,eob,.<eob>
1,278,I,DMY,S1,I
1,279,realize,DMY,S1,realize
1,280,I,DMY,S1,I
1,281,referenced,DMY,S1,referenced
1,282,towards,DMY,S1,towards
1,283,data,DMY,S1,data
1,284,science,DMY,S1,science
1,285,because,DMY,S1,because
1,286,I,DMY,S1,I
1,287,sub,DMY,S1,sub
1,288,##s,DMY,S1,##s
1,289,##cribe,DMY,S1,##cribe
1,290,.,DMY,eob,.<eob>
1,291,If,DMY,S1,If
1,292,you,DMY,S1,you
1,293,don,DMY,S1,don
1,294,',DMY,S1,'
1,295,t,DMY,S1,t
1,296,have,DMY,S1,have
1,297,access,DMY,S1,access
1,298,",",DMY,eob,",<eob>"
1,299,and,DMY,S1,and
1,300,I,DMY,S1,I
1,301,',DMY,S1,'
1,302,m,DMY,S1,m
1,303,pointing,DMY,S1,pointing
1,304,to,DMY,S1,to
1,305,something,DMY,S1,something
1,306,that,DMY,S1,that
1,307,you,DMY,S1,you
1,308,don,DMY,S1,don
1,309,',DMY,S1,'
1,310,t,DMY,S1,t
1,311,have,DMY,S1,have
1,312,access,DMY,S1,access
1,313,",",DMY,eob,",<eob>"
1,314,just,DMY,S1,just
1,315,let,DMY,S1,let
1,316,me,DMY,S1,me
1,317,know,DMY,S1,know
1,318,.,DMY,eob,.<eob>
2,319,I,DMY,S1,I
2,320,can,DMY,S1,can
2,321,do,DMY,S1,do
2,322,like,DMY,S1,like
2,323,a,DMY,S1,a
2,324,print,DMY,eol,print<eol>
2,325,screen,DMY,S2,screen
2,326,or,DMY,S2,or
2,327,something,DMY,S2,something
2,328,of,DMY,S2,of
2,329,the,DMY,S2,the
2,330,site,DMY,S2,site
2,331,and,DMY,S2,and
2,332,share,DMY,S2,share
2,333,it,DMY,S2,it
2,334,.,DMY,eob,.<eob>
2,335,Oh,DMY,S1,Oh
2,336,",",DMY,eob,",<eob>"
2,337,and,DMY,S1,and
2,338,then,DMY,S1,then
2,339,in,DMY,S1,in
2,340,terms,DMY,S1,terms
2,341,of,DMY,S1,of
2,342,announcement,DMY,S1,announcement
2,343,##s,DMY,S1,##s
2,344,",",DMY,eob,",<eob>"
2,345,so,DMY,S1,so
2,346,did,DMY,S1,did
2,347,Xavier,DMY,NA,Xavier
2,348,reach,DMY,S1,reach
2,349,out,DMY,S1,out
2,350,to,DMY,S1,to
2,351,",",DMY,eob,",<eob>"
2,352,last,DMY,S1,last
2,353,time,DMY,S1,time
2,354,I,DMY,S1,I
2,355,mentioned,DMY,S1,mentioned
2,356,",",DMY,eob,",<eob>"
2,357,you,DMY,S1,you
2,358,',DMY,S1,'
2,359,re,DMY,S1,re
2,360,nodding,DMY,eol,nodding<eol>
2,361,your,DMY,S2,your
2,362,head,DMY,S2,head
2,363,",",DMY,eob,",<eob>"
2,364,yeah,DMY,S1,yeah
2,365,",",DMY,eob,",<eob>"
2,366,so,DMY,S1,so
2,367,what,DMY,S1,what
2,368,I,DMY,S1,I
2,369,asked,DMY,S1,asked
2,370,him,DMY,S1,him
2,371,to,DMY,S1,to
2,372,do,DMY,S1,do
2,373,is,DMY,S1,is
2,374,take,DMY,S1,take
2,375,the,DMY,S1,the
2,376,five,DMY,S1,five
2,377,people,DMY,eol,people<eol>
2,378,on,DMY,S2,on
2,379,the,DMY,S2,the
2,380,top,DMY,S2,top
2,381,of,DMY,S2,of
2,382,the,DMY,S2,the
2,383,leader,DMY,S2,leader
2,384,##board,DMY,S2,##board
2,385,.,DMY,eob,.<eob>
2,386,So,DMY,S1,So
2,387,am,DMY,S1,am
2,388,I,DMY,S1,I
2,389,remembering,DMY,eol,remembering<eol>
2,390,right,DMY,S2,right
2,391,?,DMY,eob,?<eob>
2,392,It,DMY,S1,It
2,393,',DMY,S1,'
2,394,s,DMY,S1,s
2,395,like,DMY,S1,like
2,396,Andy,DMY,S1,Andy
2,397,",",DMY,eob,",<eob>"
2,398,Jessica,DMY,S1,Jessica
2,399,",",DMY,eob,",<eob>"
2,400,Far,DMY,S1,Far
2,401,##eed,DMY,S1,##eed
2,402,",",DMY,eol,",<eol>"
2,403,Jasmine,DMY,S2,Jasmine
2,404,",",DMY,eob,",<eob>"
2,405,who,DMY,S1,who
2,406,else,DMY,S1,else
2,407,?,DMY,eob,?<eob>
2,408,And,DMY,S1,And
2,409,you,DMY,S1,you
2,410,',DMY,S1,'
2,411,re,DMY,S1,re
2,412,as,DMY,S1,as
2,413,well,DMY,S1,well
2,414,.,DMY,eob,.<eob>
2,415,Yeah,DMY,S1,Yeah
2,416,",",DMY,eob,",<eob>"
2,417,and,DMY,S1,and
2,418,so,DMY,S1,so
2,419,what,DMY,S1,what
2,420,I,DMY,S1,I
2,421,asked,DMY,S1,asked
2,422,Xavier,DMY,NA,Xavier
2,423,is,DMY,S1,is
2,424,just,DMY,S1,just
2,425,organize,DMY,S1,organize
2,426,",",DMY,eob,",<eob>"
2,427,just,DMY,S1,just
2,428,collect,DMY,S1,collect
2,429,amongst,DMY,S1,amongst
2,430,you,DMY,S1,you
2,431,just,DMY,S1,just
2,432,what,DMY,S1,what
2,433,your,DMY,S1,your
2,434,training,DMY,S1,training
2,435,tactic,DMY,S1,tactic
2,436,was,DMY,S1,was
2,437,and,DMY,S1,and
2,438,what,DMY,S1,what
2,439,model,DMY,S1,model
2,440,you,DMY,S1,you
2,441,use,DMY,S1,use
2,442,.,DMY,eob,.<eob>
2,443,And,DMY,S1,And
2,444,then,DMY,S1,then
2,445,he,DMY,S1,he
2,446,',DMY,S1,'
2,447,ll,DMY,S1,ll
2,448,put,DMY,S1,put
2,449,it,DMY,S1,it
2,450,together,DMY,S1,together
2,451,in,DMY,S1,in
2,452,a,DMY,S1,a
2,453,slide,DMY,S1,slide
2,454,if,DMY,S1,if
2,455,there,DMY,S1,there
2,456,',DMY,S1,'
2,457,s,DMY,S1,s
2,458,not,DMY,S1,not
2,459,a,DMY,S1,a
2,460,huge,DMY,S1,huge
2,461,difference,DMY,S1,difference
2,462,.,DMY,eob,.<eob>
2,463,But,DMY,S1,But
2,464,let,DMY,S1,let
2,465,',DMY,S1,'
2,466,s,DMY,S1,s
2,467,spend,DMY,eol,spend<eol>
2,468,at,DMY,S2,at
2,469,least,DMY,S2,least
2,470,a,DMY,S2,a
2,471,few,DMY,S2,few
2,472,minutes,DMY,S2,minutes
2,473,",",DMY,eob,",<eob>"
2,474,10,DMY,S1,10
2,475,minutes,DMY,S1,minutes
2,476,",",DMY,eol,",<eol>"
2,477,or,DMY,S2,or
2,478,something,DMY,S2,something
2,479,at,DMY,S2,at
2,480,the,DMY,S2,the
2,481,beginning,DMY,S2,beginning
2,482,of,DMY,S2,of
2,483,next,DMY,S2,next
2,484,class,DMY,S2,class
2,485,on,DMY,S2,on
2,486,Tuesday,DMY,S2,Tuesday
2,487,.,DMY,eob,.<eob>
2,488,That,DMY,S1,That
2,489,would,DMY,S1,would
2,490,be,DMY,S1,be
2,491,interesting,DMY,S1,interesting
2,492,.,DMY,eob,.<eob>
2,493,We,DMY,S1,We
2,494,can,DMY,S1,can
2,495,learn,DMY,S1,learn
2,496,something,DMY,eol,something<eol>
2,497,about,DMY,S2,about
2,498,your,DMY,S2,your
2,499,approaches,DMY,S2,approaches
2,500,.,DMY,eob,.<eob>
2,501,And,DMY,S1,And
2,502,con,DMY,S1,con
2,503,##gra,DMY,S1,##gra
2,504,##ts,DMY,eol,##ts<eol>
2,505,for,DMY,S2,for
2,506,being,DMY,S2,being
2,507,top,DMY,S2,top
2,508,of,DMY,S2,of
2,509,the,DMY,S2,the
2,510,leader,DMY,S2,leader
2,511,##board,DMY,S2,##board
2,512,too,DMY,S2,too
2,513,.,DMY,eob,.<eob>
2,514,And,DMY,S1,And
2,515,I,DMY,S1,I
2,516,think,DMY,S1,think
2,517,that,DMY,S1,that
2,518,',DMY,S1,'
2,519,s,DMY,S1,s
2,520,it,DMY,S1,it
2,521,for,DMY,S1,for
2,522,announcement,DMY,S1,announcement
2,523,##s,DMY,S1,##s
2,524,.,DMY,eob,.<eob>
2,525,OK,DMY,S1,OK
2,526,",",DMY,eob,",<eob>"
2,527,so,DMY,S1,so
2,528,I,DMY,S1,I
2,529,',DMY,S1,'
2,530,m,DMY,S1,m
2,531,going,DMY,S1,going
2,532,to,DMY,S1,to
2,533,try,DMY,S1,try
2,534,to,DMY,S1,to
2,535,give,DMY,S1,give
2,536,some,DMY,S1,some
2,537,context,DMY,S1,context
2,538,about,DMY,S1,about
2,539,how,DMY,S1,how
2,540,diffusion,DMY,S1,diffusion
2,541,models,DMY,eol,models<eol>
2,542,work,DMY,S2,work
2,543,and,DMY,S2,and
2,544,then,DMY,S2,then
2,545,go,DMY,S2,go
2,546,into,DMY,S2,into
2,547,a,DMY,S2,a
2,548,little,DMY,S2,little
2,549,bit,DMY,S2,bit
2,550,of,DMY,S2,of
2,551,the,DMY,S2,the
2,552,theory,DMY,S2,theory
2,553,.,DMY,eob,.<eob>
2,554,But,DMY,S1,But
2,555,I,DMY,S1,I
2,556,',DMY,S1,'
2,557,m,DMY,S1,m
2,558,not,DMY,S1,not
2,559,going,DMY,eol,going<eol>
2,560,to,DMY,S2,to
2,561,go,DMY,S2,go
2,562,into,DMY,S2,into
2,563,all,DMY,S2,all
2,564,of,DMY,S2,of
2,565,the,DMY,S2,the
2,566,math,DMY,S2,math
2,567,.,DMY,eob,.<eob>
2,568,It,DMY,S1,It
2,569,',DMY,S1,'
2,570,s,DMY,S1,s
2,571,just,DMY,S1,just
2,572,not,DMY,S1,not
2,573,con,DMY,S1,con
2,574,##du,DMY,S1,##du
2,575,##ci,DMY,S1,##ci
2,576,##ve,DMY,S1,##ve
2,577,to,DMY,S1,to
2,578,try,DMY,S1,try
2,579,to,DMY,S1,to
2,580,do,DMY,S1,do
2,581,it,DMY,S1,it
2,582,in,DMY,S1,in
2,583,a,DMY,S1,a
2,584,lecture,DMY,eol,lecture<eol>
2,585,format,DMY,S2,format
2,586,.,DMY,eob,.<eob>
2,587,And,DMY,S1,And
2,588,I,DMY,S1,I
2,589,forget,DMY,S1,forget
2,590,who,DMY,S1,who
2,591,said,DMY,S1,said
2,592,it,DMY,S1,it
2,593,",",DMY,eob,",<eob>"
2,594,but,DMY,S1,but
2,595,math,DMY,S1,math
2,596,is,DMY,S1,is
2,597,not,DMY,S1,not
2,598,a,DMY,S1,a
2,599,s,DMY,S1,s
2,600,##pectator,DMY,eol,##pectator<eol>
2,601,sport,DMY,S2,sport
2,602,.,DMY,eob,.<eob>
2,603,And,DMY,S1,And
2,604,so,DMY,S1,so
2,605,I,DMY,S1,I
2,606,encourage,DMY,S1,encourage
2,607,you,DMY,S1,you
2,608,to,DMY,S1,to
2,609,go,DMY,S1,go
2,610,in,DMY,S1,in
2,611,and,DMY,S1,and
2,612,actually,DMY,S1,actually
2,613,just,DMY,S1,just
2,614,kind,DMY,S1,kind
2,615,of,DMY,S1,of
2,616,re,DMY,S1,re
2,617,-,DMY,S1,-
2,618,derive,DMY,eol,derive<eol>
2,619,either,DMY,S2,either
2,620,what,DMY,S2,what
2,621,',DMY,S2,'
2,622,s,DMY,S2,s
2,623,in,DMY,S2,in
2,624,the,DMY,S2,the
2,625,book,DMY,S2,book
2,626,or,DMY,S2,or
2,627,in,DMY,S2,in
2,628,this,DMY,S2,this
2,629,blog,DMY,S2,blog
2,630,post,DMY,S2,post
2,631,here,DMY,S2,here
2,632,.,DMY,eob,.<eob>
3,633,Because,DMY,S1,Because
3,634,even,DMY,S1,even
3,635,here,DMY,S1,here
3,636,",",DMY,eob,",<eob>"
3,637,they,DMY,S1,they
3,638,skip,DMY,S1,skip
3,639,some,DMY,S1,some
3,640,steps,DMY,S1,steps
3,641,and,DMY,S1,and
3,642,I,DMY,S1,I
3,643,',DMY,S1,'
3,644,ll,DMY,S1,ll
3,645,certainly,DMY,S1,certainly
3,646,skip,DMY,S1,skip
3,647,some,DMY,S1,some
3,648,steps,DMY,S1,steps
3,649,here,DMY,S1,here
3,650,.,DMY,eob,.<eob>
3,651,And,DMY,S1,And
3,652,then,DMY,S1,then
3,653,I,DMY,S1,I
3,654,',DMY,S1,'
3,655,ll,DMY,S1,ll
3,656,talk,DMY,eol,talk<eol>
3,657,a,DMY,S2,a
3,658,little,DMY,S2,little
3,659,bit,DMY,S2,bit
3,660,about,DMY,S2,about
3,661,how,DMY,S2,how
3,662,you,DMY,S2,you
3,663,get,DMY,S2,get
3,664,to,DMY,S2,to
3,665,training,DMY,S2,training
3,666,and,DMY,S2,and
3,667,then,DMY,S2,then
3,668,flash,DMY,S2,flash
3,669,some,DMY,S2,some
3,670,application,DMY,S2,application
3,671,examples,DMY,S2,examples
3,672,.,DMY,eob,.<eob>
3,673,OK,DMY,S1,OK
3,674,",",DMY,eol,",<eol>"
3,675,so,DMY,S2,so
3,676,kind,DMY,S2,kind
3,677,of,DMY,S2,of
3,678,like,DMY,S2,like
3,679,last,DMY,S2,last
3,680,time,DMY,S2,time
3,681,",",DMY,eob,",<eob>"
3,682,the,DMY,S1,the
3,683,idea,DMY,S1,idea
3,684,is,DMY,S1,is
3,685,that,DMY,S1,that
3,686,we,DMY,S1,we
3,687,',DMY,S1,'
3,688,re,DMY,S1,re
3,689,going,DMY,S1,going
3,690,to,DMY,S1,to
3,691,somehow,DMY,S1,somehow
3,692,figure,DMY,S1,figure
3,693,out,DMY,S1,out
3,694,a,DMY,S1,a
3,695,probability,DMY,eol,probability<eol>
3,696,distribution,DMY,S2,distribution
3,697,.,DMY,eob,.<eob>
3,698,And,DMY,S1,And
3,699,we,DMY,S1,we
3,700,',DMY,S1,'
3,701,re,DMY,S1,re
3,702,going,DMY,S1,going
3,703,to,DMY,S1,to
3,704,try,DMY,S1,try
3,705,to,DMY,S1,to
3,706,generate,DMY,S1,generate
3,707,new,DMY,S1,new
3,708,samples,DMY,eol,samples<eol>
3,709,from,DMY,S2,from
3,710,that,DMY,S2,that
3,711,probability,DMY,S2,probability
3,712,distribution,DMY,S2,distribution
3,713,and,DMY,S2,and
3,714,the,DMY,S2,the
3,715,new,DMY,S2,new
3,716,samples,DMY,S2,samples
3,717,will,DMY,S2,will
3,718,be,DMY,S2,be
3,719,hopefully,DMY,S2,hopefully
3,720,high,DMY,S2,high
3,721,quality,DMY,S2,quality
3,722,images,DMY,S2,images
3,723,.,DMY,eob,.<eob>
3,724,So,DMY,S1,So
3,725,the,DMY,S1,the
3,726,way,DMY,S1,way
3,727,diffusion,DMY,S1,diffusion
3,728,models,DMY,eol,models<eol>
3,729,work,DMY,S2,work
3,730,is,DMY,S2,is
3,731,that,DMY,S2,that
3,732,they,DMY,S2,they
3,733,essentially,DMY,S2,essentially
3,734,start,DMY,S2,start
3,735,kind,DMY,S2,kind
3,736,of,DMY,S2,of
3,737,like,DMY,S2,like
3,738,with,DMY,S2,with
3,739,the,DMY,S2,the
3,740,variation,DMY,eob,variation<eob>
3,741,##al,DMY,S1,##al
3,742,auto,DMY,S1,auto
3,743,en,DMY,S1,en
3,744,##code,DMY,S1,##code
3,745,##rs,DMY,S1,##rs
3,746,and,DMY,S1,and
3,747,also,DMY,S1,also
3,748,GA,DMY,S1,GA
3,749,##N,DMY,S1,##N
3,750,##s,DMY,S1,##s
3,751,.,DMY,eob,.<eob>
3,752,And,DMY,S1,And
3,753,I,DMY,S1,I
3,754,',DMY,S1,'
3,755,ll,DMY,S1,ll
3,756,make,DMY,S1,make
3,757,the,DMY,S1,the
3,758,comparison,DMY,eol,comparison<eol>
3,759,here,DMY,S2,here
3,760,in,DMY,S2,in
3,761,a,DMY,S2,a
3,762,little,DMY,S2,little
3,763,bit,DMY,S2,bit
3,764,.,DMY,eob,.<eob>
3,765,But,DMY,S1,But
3,766,like,DMY,S1,like
3,767,in,DMY,S1,in
3,768,the,DMY,S1,the
3,769,Wendy,DMY,S1,Wendy
3,770,example,DMY,S1,example
3,771,",",DMY,eol,",<eol>"
3,772,it,DMY,S2,it
3,773,starts,DMY,S2,starts
3,774,with,DMY,S2,with
3,775,just,DMY,S2,just
3,776,random,DMY,S2,random
3,777,noise,DMY,S2,noise
3,778,.,DMY,eob,.<eob>
3,779,And,DMY,S1,And
3,780,basically,DMY,S1,basically
3,781,what,DMY,S1,what
3,782,you,DMY,S1,you
3,783,',DMY,S1,'
3,784,ve,DMY,S1,ve
3,785,done,DMY,S1,done
3,786,is,DMY,S1,is
3,787,you,DMY,S1,you
3,788,learned,DMY,eol,learned<eol>
3,789,a,DMY,S2,a
3,790,genera,DMY,S2,genera
3,791,##tive,DMY,S2,##tive
3,792,model,DMY,S2,model
3,793,that,DMY,S2,that
3,794,can,DMY,S2,can
3,795,go,DMY,S2,go
3,796,from,DMY,S2,from
3,797,a,DMY,S2,a
3,798,purely,DMY,S2,purely
3,799,G,DMY,S2,G
3,800,##aus,DMY,S2,##aus
3,801,##sian,DMY,S2,##sian
3,802,random,DMY,S2,random
3,803,distribution,DMY,S2,distribution
3,804,to,DMY,S2,to
3,805,some,DMY,S2,some
3,806,more,DMY,S2,more
3,807,complicated,DMY,S2,complicated
3,808,distribution,DMY,S2,distribution
3,809,that,DMY,S2,that
3,810,reflects,DMY,S2,reflects
3,811,the,DMY,S2,the
3,812,data,DMY,S2,data
3,813,set,DMY,S2,set
3,814,of,DMY,S2,of
3,815,images,DMY,S2,images
3,816,in,DMY,S2,in
3,817,this,DMY,S2,this
3,818,case,DMY,S2,case
3,819,.,DMY,eob,.<eob>
3,820,So,DMY,S1,So
3,821,it,DMY,S1,it
3,822,',DMY,S1,'
3,823,s,DMY,S1,s
3,824,the,DMY,S1,the
3,825,exact,DMY,S1,exact
3,826,same,DMY,S1,same
3,827,thing,DMY,eol,thing<eol>
3,828,for,DMY,S2,for
3,829,images,DMY,S2,images
3,830,.,DMY,eob,.<eob>
3,831,It,DMY,S1,It
3,832,',DMY,S1,'
3,833,s,DMY,S1,s
3,834,just,DMY,S1,just
3,835,that,DMY,S1,that
3,836,it,DMY,S1,it
3,837,',DMY,S1,'
3,838,s,DMY,S1,s
3,839,a,DMY,S1,a
3,840,much,DMY,S1,much
3,841,higher,DMY,S1,higher
3,842,dimensional,DMY,S1,dimensional
3,843,space,DMY,S1,space
3,844,.,DMY,eob,.<eob>
3,845,But,DMY,S1,But
3,846,basically,DMY,S1,basically
3,847,every,DMY,S1,every
3,848,color,DMY,S1,color
3,849,of,DMY,S1,of
3,850,every,DMY,S1,every
3,851,p,DMY,S1,p
3,852,##ixel,DMY,S1,##ixel
3,853,",",DMY,eol,",<eol>"
3,854,you,DMY,S2,you
3,855,have,DMY,S2,have
3,856,a,DMY,S2,a
3,857,multi,DMY,S2,multi
3,858,##di,DMY,S2,##di
3,859,##men,DMY,S2,##men
3,860,##sional,DMY,S2,##sional
